job_listing,original_date_posted,skills,company_name,job_city,job_region,job_postal_code,intext_job_title,intext_company_name,intext_date_posted,intext_location,get_education_level,intext_skills,coding_languages,technologies,methodologies,operating_systems,remote,years_experience,date_of_processing,salary,URL
Senior Security Data Scientis,2021-04-25T23:33:36Z,"Security, IT, SQL, Python, Linux, Research, Computer, Engineering",Fiserv,Dublin,OH,43016,"Senior Security Data Scientist, Lead",Fiserv,6/29/2021,"Dublin, OH",Associate's - Masters,"machine learning, information security, financial services, cyber security, r, keras, tableau, deep learning, python, shell scripting, computer science, nosql, fiserv, statistics, it risk, communication skills, nexus, sql, mathematics, jupyter, linux","nosql, r, shell, spark, sql, python","jupyter notebooks, jupyter",,"nexus, linux",False,,6292021,,https://www.dice.com/jobs/detail/Senior-Security-Data-Scientist%2C-Lead-Fiserv-Dublin-OH-43016/appblok/7079_e4d3195c4f3d01b0d38a6e9944153a4e%2C%26%2332R%26%234510224900
Data Scientist,2021-05-14T00:34:23Z,"SQL, Python",Motion Recruitment,San Jose,CA,95101,Data Scientist,Motion Recruitment,,"San Jose, CA",Bachelor's - Masters,"data analysis, machine learning, r, data science, jenkins, sales, predictive analytics, sql, python","r, sql, python",,,,False,2,6292021,,https://www.dice.com/jobs/detail/Data-Scientist-Motion-Recruitment-San-Jose-CA-95101/10105282/462141
Data Scientist,2021-04-21T13:09:54Z,"Computer, Management, Systems, Engineering, SAS, SQL, Python, Visual Basic, Business Intelligence, Consulting",Judge Grou,Washington,DC,20001,Data Scientist,"Judge Group, Inc.",6/29/2021,"Washington, DC",Bachelor's - Masters,"data engineering, management information systems, business intelligence, professional services, business analytics, r, tableau, data cleansing, python, computer science, visual basic, finance, statistics, sql, sas, statistical analysis, matlab, mathematics, modeling","sas, r, matlab, dc, clean, sql, python",,,acp,False,,6292021,,https://www.dice.com/jobs/detail/Data-Scientist-Judge-Group%2C-Inc.-Washington-DC-20001/cxjudgpa/708759
Senior Data Scientist - BAA,2021-05-26T00:32:34Z,"IP, SQL, Python, Excel, PowerPoint, IT, Consulting",World Wide Technology,Remote,,,Senior Data Scientist,BAA,,World Wide Technology - Remote,Bachelor's - Masters,"etl, financial services, cloud, electrical engineering, clustering, data analysis, industrial engineering, r, advanced analytics, leadership, tableau, deep learning, thought leadership, python, computer science, finance, statistics, quality control, communication skills, sql, algorithms, mathematics, data science, jupyter, physics, writing, git, problem solving","r, processing, pipelines, sql, python","jupyter notebook, jupyter","git, version control",vision,False,,6292021,,https://www.dice.com/jobs/detail/Senior-Data-Scientist-%26%2345-BAA-World-Wide-Technology-Remote--/10106058/21%26%23450810
Data Scientist,2021-01-22T01:32:33Z,"Aerospace, Artificial Intelligence, Civil, Engineers, Software, Python, Computer",Aerospace Corporation,Chantilly,,20151,Data Scientist,Aerospace Corporation,6/29/2021,Chantilly,Bachelor's - Masters,"machine learning, research and development, bonds, data analysis, aerospace, deep learning, python, oral communication skills, computer science, remote sensing, statistics, teamwork, communication skills, artificial intelligence, algorithms, mathematics, data science, computer vision, modeling","python, processing",radar,,"operator, vision",True,8,6292021,,https://www.dice.com/jobs/detail/Data-Scientist-Aerospace-Corporation-Chantilly--20151/90970895/R001354
REMOTE Sr. Data Scientist,2021-06-15T00:33:47Z,"Data Science, Recommendation Systems, Pytorch, Tensorflow, NLP, Deep Learning, , AWS",Jefferson Frank,,,,REMOTE Sr. Data Scientist,Jefferson Frank,6/15/2021,,Masters,"neural networks, tensorflow, statistics, cloud, deep learning",ml,"pytorch, aws, tensorflow",,vision,True,1 to 3,6292021,,https://www.dice.com/jobs/detail/REMOTE-Sr.-Data-Scientist-Jefferson-Frank---/10371697J/MDH03022021%26%234571
Data Scientist / Modeler,2021-06-15T16:45:43Z,"Analytics, Data science, JavaScript, SQL, Python",The Wonderful Company,,,,Data Scientist / Modeler,The Wonderful Company,6/15/2021,,Bachelor's - Masters,"data analysis, machine learning, marketing, data science, php, javascript, leadership, python, sql, data modeling, google analytics, html, continuous improvement, modeling, problem solving","plus, php, javascript, sql, python",,,vision,True,,6292021,,https://www.dice.com/jobs/detail/Data-Scientist-%26%2347-Modeler-The-Wonderful-Company---/RTL166322/7007476
Senior Data Scientist,2021-06-23T13:09:17Z,"Python, Java",Jobot,Mclean,VA,22030,Senior Data Scientist,Jobot,6/29/2021,"Mclean, VA",Bachelor's - Masters,"scala, data visualization, python, etl, data management, data integration, cloud, modeling, java","scala, python, pipelines, java",,,,False,5,6292021,,https://www.dice.com/jobs/detail/Senior-Data-Scientist-Jobot-Mclean-VA-22030/91113390/1015254589
Senior Data Scientist,2021-06-28T13:07:43Z,"Biotechnology, Python",Jobot,Pleasanton,CA,94566,Senior Data Scientist,Jobot,6/29/2021,"Pleasanton, CA",Bachelor's - Masters,"data analysis, algorithms, machine learning, biotechnology, statistics, biology, python","ml, python",,,,True,,6292021,,https://www.dice.com/jobs/detail/Senior-Data-Scientist-Jobot-Pleasanton-CA-94566/91113390/1941820943
Senior Data Scientist - Insurance,2020-07-29T00:30:42Z,"SAS, SQL, Python, Consultant",TransUnion,Chicago,IL,60601,Senior Data Scientist,Insurance,,"TransUnion - Chicago, IL",Associate's - Masters,"project management, sas, machine learning, r, data science, sql, statistics, business intelligence, management skills, modeling, python","sas, r, goal, sql, python",,,vision,False,8,6292021,,https://www.dice.com/jobs/detail/Senior-Data-Scientist-%26%2345-Insurance-TransUnion-Chicago-IL-60601/10111030/19005315
Data Scientist,2021-04-02T13:06:32Z,Python,Josef Group,Chantilly,VA,43085,Data Scientist,Josef Group,,"Chantilly, VA",Bachelor's - Masters,"r, mathematics, data science, statistics, python","r, s, python",,,,False,,6292021,,https://www.dice.com/jobs/detail/Data-Scientist-Josef-Group-Chantilly-VA-43085/10111992/6914638
Principal Data Scientist - Remote,2021-05-18T23:09:20Z,,Kforce Technology Staffing,Nashville,TN,37219,Principal Data Scientist,Remote,6/29/2021,"Kforce Technology Staffing - Nashville, TN",Bachelor's - Masters,"project management, six sigma, waterfall, computer science, software development, r, marketing, data science, marketing research, agile, procurement, physics, product development, statistics, digital media, robotics, retail operations, python","r, python, go",,agile,"master, go",False,,6292021,,https://www.dice.com/jobs/detail/Principal-Data-Scientist-%26%2345-Remote-Kforce-Technology-Staffing-Nashville-TN-37219/kforcecx/ITAQG1955044
Principal Data Scientist,2021-06-28T13:07:42Z,"Artificial Intelligence, Python, MySQL, SQL, Development, Computer, Data Mining, Programming, ACL",Jobot,Austin,TX,73301,Principal Data Scientist,Jobot,6/29/2021,"Austin, TX",Bachelor's - Masters,"hipaa, machine learning, professional development, cloud, google cloud, big data, c, leadership, natural, publishing, deep learning, python, computer science, data mining, flask, predictive analytics, sql, artificial intelligence, mysql, algorithms, scala, tensorflow, data science, computer vision, c++","mysql, scala, c, ml, source, spark, c++, sql, python","kubeflow, aws, tensorflow",,vision,True,,6292021,,https://www.dice.com/jobs/detail/Principal-Data-Scientist-Jobot-Austin-TX-73301/91113390/51924043
Data Scientist/Machine Learning Specialist,2021-05-03T23:17:51Z,"Security, Data Analysis, Python, Programming, Software, Algorithms",Solidus Technical Solutions,Lexington,MA,2420,Data Scientist/Machine Learning Specialist,Solidus Technical Solutions,6/29/2021,"Lexington, MA",Bachelor's - Masters,"data analysis, algorithms, statistical methods, machine learning, tensorflow, data science, research and development, decision support, cuda, python","python, processing","pytorch, radar, tensorflow",,,False,2,6292021,,https://www.dice.com/jobs/detail/Data-Scientist%26%2347Machine-Learning-Specialist-Solidus-Technical-Solutions-Lexington-MA-02420/10121974/4018
Data Scientist,2021-06-17T18:30:27Z,"Data Science, Machine Learning",CitiusTech,,,,Data Scientist,CitiusTech,6/15/2021,,Bachelor's - Masters,"machine learning, cloud, software engineering, google cloud, big data, r, leadership, python, computer science, testing, interpersonal skills, sql, scala, statistical analysis, mathematics, data science, data modeling, mongodb, modeling","scala, r, spark, sql, python",,,,False,,6292021,,https://www.dice.com/jobs/detail/Data-Scientist-CitiusTech---/10482231/DataScientist2
Data Scientist,2021-05-12T20:15:21Z,"Python, GIS, Systems",MAXAR Technologies,Washington,,15301,Data Scientist,MAXAR Technologies,6/29/2021,Washington,Bachelor's - Masters,"software development, machine learning, remote sensing, life sciences, mathematics, postgresql, written communication skills, journalism, communication skills, python","postgresql, python",aws,,,True,2,6292021,,https://www.dice.com/jobs/detail/Data-Scientist-MAXAR-Technologies-Washington--15301/91094828/R11575
Principal Data Scientist,2021-06-05T00:31:28Z,"CTO, Engineering, Python, SQL",Motion Recruitment,New York,NY,10001,Principal Data Scientist,Motion Recruitment,6/1/2021,"New York, NY",Bachelor's - Masters,"tensorflow, data science, keras, cloud, sql, python","source, sql, python","aws, tensorflow",,,True,,6292021,,https://www.dice.com/jobs/detail/Principal-Data-Scientist-Motion-Recruitment-New-York-NY-10001/10105282/464509
Senior Data Scientist,2021-06-25T22:18:40Z,"Artificial Intelligence, IT, Python, SQL, Oracle, PowerPoint, Foundation",New York Life Insurance Company,New York,NY,10001,Senior Data Scientist,New York Life Insurance Company,6/29/2021,"New York, NY",Bachelor's - Masters,"machine learning, model deployment, etl, technical support, data analysis, r, social media, underwriting, python, computer science, oracle, statistics, teamwork, sql, artificial intelligence, algorithms, data wrangling, product design, mathematics, marketing, data science, data visualization, jupyter, project scoping, modeling","oracle, r, processing, spark, lasso, sql, python","jupyter notebook, jupyter",,,False,2 to 5,6292021,,https://www.dice.com/jobs/detail/Senior-Data-Scientist-New-York-Life-Insurance-Company-New-York-NY-10001/10127844a/83870%26%2345en_US
Data Scientist,2021-06-21T22:16:59Z,"NLP, SQL, Systems",NICE Systems,Chicago,IL,60601,Data Scientist,NICE Systems,6/29/2021,"Chicago, IL",Bachelor's - Masters,"algorithms, machine learning, r, enterprise software, data science, statistics, teamwork, less, written communication skills, communication skills, sql","flex, sql, pipelines, r",,,,False,,6292021,,https://www.dice.com/jobs/detail/Data-Scientist-NICE-Systems-Chicago-IL-60601/10115980/oj1Tffwc
Senior Intel Data Scientist,2021-06-28T23:33:27Z,"Python, Computer, Engineering, Security, IT",SAIC,Chantilly,VA,20151,Senior Intel Data Scientist,SAIC,6/29/2021,"Chantilly, VA",Bachelor's - Masters,"computer science, database, machine learning, systems engineering, data science, data engineering, intelligence analysis, testing, build automation, automation, computer vision, communication skills, python","rest, small, python",,,"monitor, vision",False,5,6292021,,https://www.dice.com/jobs/detail/Senior-Intel-Data-Scientist-SAIC-Chantilly-VA-20151/10111346/219516
Data scientist,2021-06-23T00:15:06Z,"Data Scientist, SQL, Python, R",The Ascent Services Group,Oakland,CA,94612,Data scientist,The Ascent Services Group,,"Oakland, CA",Bachelor's - Masters,"machine learning, network analysis, clustering, text mining, r, google analytics, python, computer science, data mining, statistics, business objects, distributed computing, communication skills, sql, mysql, neural networks, algorithms, mathematics, data science, writing, modeling, problem solving","mysql, r, s, s3, spark, sql, python",,d3,"master, mos, hive",False,2 to 4,6292021,,https://www.dice.com/jobs/detail/Data-scientist-The-Ascent-Services-Group-Oakland-CA-94612/itca002/21%26%234506477
AI Data Scientis,2021-06-11T23:35:25Z,"Python, Artificial Intelligence, Research, Computer, Engineering",Booz Allen Hamilton Inc.,Aberdeen Proving Ground,MD,21005,"AI Data Scientist, Mid",Booz Allen Hamilton Inc.,6/29/2021,"Aberdeen Proving Ground, MD",Bachelor's - Masters,"algorithms, computer science, operations research, c#, python, robotics, publishing, electrical engineering, c++, computer engineering, artificial intelligence","c#, c++, python",,,scope,False,,6292021,,https://www.dice.com/jobs/detail/AI-Data-Scientist%2C-Mid-Booz-Allen-Hamilton-Inc.-Aberdeen-Proving-Ground-MD-21005/appblok/7877_R0109871
Senior Data Scientist,2021-05-03T16:10:38Z,"Agile, Algorithms, Communication skills, Data science, Decision-making, Digital marketing, Forecasting, Linear programming, Logistic regression, Machine learning, Mathematical modeling, Microsoft SQL Server, Modeling, NumPy, Optimization, Python, R, SQL, Statistics, TensorFlow, Time series",The Talent Advantage Group,Birmingham,MI,48009,Senior Data Scientist,The Talent Advantage Group,,"Birmingham, MI",Masters,"data analysis, algorithms, statistical analysis, machine learning, tensorflow, r, marketing, data science, agile, modeling, sql, statistics, written communication skills, linear programming, communication skills, microsoft sql server, python","simple, r, small, microsoft sql server, sql, python","pytorch, tensorflow",agile,"master, vision",False,2,6292021,,https://www.dice.com/jobs/detail/Senior-Data-Scientist-The-Talent-Advantage-Group-Birmingham-MI-48009/90803224/1323
Data Scientist I,2021-06-07T21:46:38Z,"Scripting, SQL, Microsoft Excel, Pivot table, Decision trees, Decision-making, Design of experiments, Data analysis, Data mining, Data science, Data visualization, Database, Cluster analysis, Computational finance, Computer science, Cubes, Dashboard, Documentation, Economics, Evaluation, IMPACT, Information management, Logistic regression, Machine learning, Macros, Mathematics, Presentations, Production, Reporting, Python, QA, R, RDBMS, Regression analysis, SAS, Software, Software deployment, Software development, Time series, Statistics, Statistical models, Project lifecycle management",Republic Service,Scottsdale,AZ,85250,Data Scientist I,"Republic Services, Inc.",6/8/2021,"Scottsdale, AZ",Bachelor's - Masters,"database, machine learning, lifecycle management, data analysis, microsoft excel, project lifecycle management, r, information management, qa, python, computer science, software development, finance, data mining, statistics, testing, design of experiments, sql, sas, mathematics, data science, data visualization, software deployment","sas, r, sql, python",,,,False,2 to 2,6292021,,https://www.dice.com/jobs/detail/Data-Scientist-I-Republic-Services%2C-Inc.-Scottsdale-AZ-85250/10102665/6996234
